order_id,customer_id,product_id,order_date,order_timestamp,quantity,unit_price,discount_amount,order_status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_country,created_at,updated_at
ORD-00124,CUST-1045,PROD-116,2024-11-04,2024-11-04 08:13:53,3,223.77,0,COMPLETED,DEBIT_CARD,7442 Main St,Austin,IL,39045,USA,2024-11-04 08:13:53,2024-11-04 08:13:53
ORD-00125,CUST-1004,PROD-129,2024-12-12,2024-12-12 12:16:52,10,426.25,0,COMPLETED,CREDIT_CARD,4841 Main St,Dallas,CA,59823,USA,2024-12-12 12:16:52,2024-12-12 12:16:52
ORD-00126,CUST-1042,PROD-113,2024-02-13,2024-02-13 17:37:16,4,1818.88,0,COMPLETED,CREDIT_CARD,307 Elm St,San Antonio,CA,66822,USA,2024-02-13 17:37:16,2024-02-13 17:37:16
ORD-00127,CUST-1006,PROD-126,2024-06-18,2024-06-18 09:02:29,10,1080.21,0,COMPLETED,DEBIT_CARD,9392 Pine St,Dallas,CO,61856,USA,2024-06-18 09:02:29,2024-06-18 09:02:29
ORD-00128,CUST-1032,PROD-125,2024-07-29,2024-07-29 22:35:30,5,945.21,0,COMPLETED,CREDIT_CARD,2517 Main St,Austin,MA,38683,USA,2024-07-29 22:35:30,2024-07-29 22:35:30
ORD-00129,CUST-1051,PROD-125,2024-12-31,2024-12-31 13:30:34,6,715.64,0,COMPLETED,PAYPAL,4435 Main St,Dallas,FL,32782,USA,2024-12-31 13:30:34,2024-12-31 13:30:34
ORD-00130,CUST-1034,PROD-116,2024-07-02,2024-07-02 20:37:14,3,436.88,0,COMPLETED,CREDIT_CARD,1369 Pine St,Dallas,IL,54020,USA,2024-07-02 20:37:14,2024-07-02 20:37:14
ORD-00131,CUST-1052,PROD-138,2024-07-17,2024-07-17 13:59:53,4,473.53,0,COMPLETED,DEBIT_CARD,4820 Pine St,NYC,CO,19329,USA,2024-07-17 13:59:53,2024-07-17 13:59:53
ORD-00132,CUST-1023,PROD-112,2024-10-17,2024-10-17 17:09:36,3,457.81,0,COMPLETED,APPLE_PAY,1932 Main St,NYC,NY,81511,USA,2024-10-17 17:09:36,2024-10-17 17:09:36
ORD-00133,CUST-1040,PROD-104,2024-04-13,2024-04-13 20:08:21,8,1163.34,0,RETURNED,DEBIT_CARD,7719 Pine St,Houston,NY,89415,USA,2024-04-13 20:08:21,2024-04-13 20:08:21
ORD-00134,CUST-1038,PROD-132,2024-02-21,2024-02-21 13:19:20,12,1239.53,0,COMPLETED,DEBIT_CARD,6311 Pine St,Dallas,CO,52840,USA,2024-02-21 13:19:20,2024-02-21 13:19:20
ORD-00135,CUST-1050,PROD-137,2024-10-17,2024-10-17 08:11:38,6,543.05,0,COMPLETED,GIFT_CARD,8661 Elm St,San Antonio,CO,48974,USA,2024-10-17 08:11:38,2024-10-17 08:11:38
ORD-00136,CUST-1021,PROD-101,2024-03-26,2024-03-26 18:56:05,7,497.88,0,RETURNED,PAYPAL,1991 Main St,NYC,GA,30374,USA,2024-03-26 18:56:05,2024-03-26 18:56:05
ORD-00137,CUST-1032,PROD-111,2024-07-12,2024-07-12 13:34:24,2,541.11,0,COMPLETED,APPLE_PAY,2517 Main St,Austin,MA,38683,USA,2024-07-12 13:34:24,2024-07-12 13:34:24
ORD-00138,CUST-1007,PROD-136,2024-02-07,2024-02-07 13:10:56,1,556.06,0,COMPLETED,DEBIT_CARD,2366 Elm St,Austin,TX,24371,USA,2024-02-07 13:10:56,2024-02-07 13:10:56
ORD-00139,CUST-1040,PROD-111,2024-09-04,2024-09-04 19:01:27,12,1659.77,0,CANCELLED,DEBIT_CARD,7719 Pine St,Houston,NY,89415,USA,2024-09-04 19:01:27,2024-09-04 19:01:27
ORD-00140,CUST-1037,PROD-128,2024-10-08,2024-10-08 21:31:09,1,214.03,0,COMPLETED,PAYPAL,2804 Elm St,Dallas,AZ,80008,USA,2024-10-08 21:31:09,2024-10-08 21:31:09
ORD-00141,CUST-1039,PROD-106,2024-09-02,2024-09-02 11:06:01,10,868.96,0,COMPLETED,DEBIT_CARD,3773 Main St,NYC,TX,14067,USA,2024-09-02 11:06:01,2024-09-02 11:06:01
ORD-00142,CUST-1012,PROD-117,2024-07-08,2024-07-08 22:24:23,4,2084.08,0,COMPLETED,APPLE_PAY,217 Main St,NYC,TX,40007,USA,2024-07-08 22:24:23,2024-07-08 22:24:23
ORD-00143,CUST-1015,PROD-123,2024-05-17,2024-05-17 17:03:09,4,1137.16,0,RETURNED,CREDIT_CARD,1335 Elm St,Los Angeles,CA,16630,USA,2024-05-17 17:03:09,2024-05-17 17:03:09
ORD-00144,CUST-1036,PROD-137,2024-02-01,2024-02-01 21:24:52,6,407.14,0,SHIPPED,APPLE_PAY,4992 Elm St,San Antonio,GA,81582,USA,2024-02-01 21:24:52,2024-02-01 21:24:52
ORD-00145,CUST-1011,PROD-128,2024-04-18,2024-04-18 20:12:08,2,475.26,0,COMPLETED,APPLE_PAY,5207 Elm St,NYC,WA,67422,USA,2024-04-18 20:12:08,2024-04-18 20:12:08
ORD-00146,CUST-1041,PROD-125,2024-03-16,2024-03-16 21:38:16,4,1309.64,0,COMPLETED,CREDIT_CARD,1345 Oak St,Austin,IL,99687,USA,2024-03-16 21:38:16,2024-03-16 21:38:16
ORD-00147,CUST-1055,PROD-108,2024-05-21,2024-05-21 16:29:58,8,583.4,0,COMPLETED,GIFT_CARD,8602 Elm St,Houston,NY,86720,USA,2024-05-21 16:29:58,2024-05-21 16:29:58
ORD-00148,CUST-1032,PROD-110,2024-10-19,2024-10-19 17:30:02,8,523.21,0,COMPLETED,PAYPAL,2517 Main St,Austin,MA,38683,USA,2024-10-19 17:30:02,2024-10-19 17:30:02
ORD-00149,CUST-1002,PROD-107,2024-06-21,2024-06-21 21:50:19,12,893.36,0,COMPLETED,PAYPAL,7459 Pine St,Austin,NY,65392,USA,2024-06-21 21:50:19,2024-06-21 21:50:19
ORD-00150,CUST-1049,PROD-105,2024-09-21,2024-09-21 21:23:52,5,1590.16,0,COMPLETED,GIFT_CARD,6665 Elm St,Austin,AZ,92502,USA,2024-09-21 21:23:52,2024-09-21 21:23:52
ORD-00151,CUST-1013,PROD-118,2024-01-30,2024-01-30 11:02:29,5,811.51,0,COMPLETED,PAYPAL,9455 Elm St,Dallas,CO,63354,USA,2024-01-30 11:02:29,2024-01-30 11:02:29
ORD-00152,CUST-1016,PROD-123,2024-07-09,2024-07-09 15:38:28,5,990.7,0,COMPLETED,APPLE_PAY,2797 Elm St,Austin,MA,44760,USA,2024-07-09 15:38:28,2024-07-09 15:38:28
ORD-00153,CUST-1042,PROD-101,2024-04-25,2024-04-25 18:13:17,4,2623.32,0,CANCELLED,APPLE_PAY,307 Elm St,San Antonio,CA,66822,USA,2024-04-25 18:13:17,2024-04-25 18:13:17
ORD-00154,CUST-1042,PROD-118,2024-03-29,2024-03-29 17:51:00,9,994.56,0,COMPLETED,PAYPAL,307 Elm St,San Antonio,CA,66822,USA,2024-03-29 17:51:00,2024-03-29 17:51:00
ORD-00155,CUST-1001,PROD-120,2024-09-18,2024-09-18 18:53:53,7,389.76,0,COMPLETED,GIFT_CARD,1779 Main St,Los Angeles,MA,14165,USA,2024-09-18 18:53:53,2024-09-18 18:53:53
ORD-00156,CUST-1058,PROD-139,2024-11-29,2024-11-29 12:12:09,4,1912.36,0,SHIPPED,DEBIT_CARD,2089 Main St,NYC,AZ,41365,USA,2024-11-29 12:12:09,2024-11-29 12:12:09
ORD-00157,CUST-1044,PROD-127,2024-03-12,2024-03-12 19:01:41,5,733.89,0,COMPLETED,PAYPAL,4332 Pine St,Houston,AZ,46211,USA,2024-03-12 19:01:41,2024-03-12 19:01:41
ORD-00158,CUST-1041,PROD-136,2024-08-31,2024-08-31 22:42:22,6,1474.45,0,SHIPPED,PAYPAL,1345 Oak St,Austin,IL,99687,USA,2024-08-31 22:42:22,2024-08-31 22:42:22
ORD-00159,CUST-1036,PROD-123,2024-04-03,2024-04-03 18:57:21,6,849.01,0,CANCELLED,CREDIT_CARD,4992 Elm St,San Antonio,GA,81582,USA,2024-04-03 18:57:21,2024-04-03 18:57:21
ORD-00160,CUST-1038,PROD-131,2024-05-30,2024-05-30 15:54:07,2,414.94,0,COMPLETED,CREDIT_CARD,6311 Pine St,Dallas,CO,52840,USA,2024-05-30 15:54:07,2024-05-30 15:54:07
ORD-00161,CUST-1056,PROD-109,2024-12-14,2024-12-14 14:33:19,7,1953.45,0,COMPLETED,CREDIT_CARD,6844 Elm St,Houston,MA,82102,USA,2024-12-14 14:33:19,2024-12-14 14:33:19
ORD-00162,CUST-1012,PROD-101,2024-02-11,2024-02-11 15:21:40,4,2323.79,0,COMPLETED,PAYPAL,217 Main St,NYC,TX,40007,USA,2024-02-11 15:21:40,2024-02-11 15:21:40
ORD-00163,CUST-1011,PROD-128,2024-10-22,2024-10-22 20:10:31,9,719.94,0,COMPLETED,DEBIT_CARD,5207 Elm St,NYC,WA,67422,USA,2024-10-22 20:10:31,2024-10-22 20:10:31
ORD-00164,CUST-1047,PROD-107,2024-05-07,2024-05-07 11:44:56,6,560.43,0,COMPLETED,PAYPAL,1747 Oak St,Houston,FL,57301,USA,2024-05-07 11:44:56,2024-05-07 11:44:56
ORD-00165,CUST-1030,PROD-132,2024-09-23,2024-09-23 17:33:21,8,922.57,0,COMPLETED,DEBIT_CARD,8475 Elm St,NYC,NY,96356,USA,2024-09-23 17:33:21,2024-09-23 17:33:21
ORD-00166,CUST-1033,PROD-117,2024-03-27,2024-03-27 09:23:45,9,683.78,0,CANCELLED,CREDIT_CARD,7351 Elm St,Los Angeles,CO,30861,USA,2024-03-27 09:23:45,2024-03-27 09:23:45
ORD-00167,CUST-1010,PROD-107,2024-04-15,2024-04-15 19:43:40,8,184.95,0,COMPLETED,PAYPAL,9395 Main St,Austin,CO,19071,USA,2024-04-15 19:43:40,2024-04-15 19:43:40
ORD-00168,CUST-1017,PROD-103,2024-09-24,2024-09-24 11:22:45,8,2300.46,0,COMPLETED,PAYPAL,9589 Main St,NYC,WA,17492,USA,2024-09-24 11:22:45,2024-09-24 11:22:45
ORD-00169,CUST-1001,PROD-110,2024-01-07,2024-01-07 18:05:58,8,1104.03,0,COMPLETED,GIFT_CARD,1779 Main St,Los Angeles,MA,14165,USA,2024-01-07 18:05:58,2024-01-07 18:05:58
ORD-00170,CUST-1055,PROD-107,2024-05-28,2024-05-28 13:51:43,1,51.64,0,COMPLETED,APPLE_PAY,8602 Elm St,Houston,NY,86720,USA,2024-05-28 13:51:43,2024-05-28 13:51:43
ORD-00171,CUST-1042,PROD-106,2024-03-28,2024-03-28 13:22:57,10,1357.84,0,COMPLETED,GIFT_CARD,307 Elm St,San Antonio,CA,66822,USA,2024-03-28 13:22:57,2024-03-28 13:22:57
ORD-00172,CUST-1042,PROD-107,2024-03-26,2024-03-26 09:08:44,8,1297.31,0,RETURNED,CREDIT_CARD,307 Elm St,San Antonio,CA,66822,USA,2024-03-26 09:08:44,2024-03-26 09:08:44
ORD-00173,CUST-1002,PROD-108,2024-12-16,2024-12-16 22:53:46,7,761.36,0,COMPLETED,APPLE_PAY,7459 Pine St,Austin,NY,65392,USA,2024-12-16 22:53:46,2024-12-16 22:53:46
ORD-00174,CUST-1047,PROD-136,2024-05-07,2024-05-07 15:22:42,5,298.9,0,CANCELLED,APPLE_PAY,1747 Oak St,Houston,FL,57301,USA,2024-05-07 15:22:42,2024-05-07 15:22:42
ORD-00175,CUST-1056,PROD-118,2024-03-25,2024-03-25 09:48:31,8,1452.48,0,COMPLETED,DEBIT_CARD,6844 Elm St,Houston,MA,82102,USA,2024-03-25 09:48:31,2024-03-25 09:48:31
ORD-00176,CUST-1037,PROD-132,2024-08-17,2024-08-17 09:54:31,1,357.6,0,COMPLETED,PAYPAL,2804 Elm St,Dallas,AZ,80008,USA,2024-08-17 09:54:31,2024-08-17 09:54:31
ORD-00177,CUST-1036,PROD-133,2024-10-08,2024-10-08 08:52:05,9,1906.2,0,PROCESSING,GIFT_CARD,4992 Elm St,San Antonio,GA,81582,USA,2024-10-08 08:52:05,2024-10-08 08:52:05
ORD-00178,CUST-1022,PROD-108,2024-10-13,2024-10-13 20:39:38,10,726.71,0,COMPLETED,PAYPAL,932 Main St,NYC,MA,46265,USA,2024-10-13 20:39:38,2024-10-13 20:39:38
ORD-00179,CUST-1032,PROD-117,2024-03-12,2024-03-12 21:45:47,2,896.64,0,RETURNED,APPLE_PAY,2517 Main St,Austin,MA,38683,USA,2024-03-12 21:45:47,2024-03-12 21:45:47
ORD-00180,CUST-1030,PROD-129,2024-04-07,2024-04-07 19:21:06,4,1054.84,0,COMPLETED,CREDIT_CARD,8475 Elm St,NYC,NY,96356,USA,2024-04-07 19:21:06,2024-04-07 19:21:06
ORD-00181,CUST-1033,PROD-138,2024-03-09,2024-03-09 15:00:33,11,1211.26,0,RETURNED,CREDIT_CARD,7351 Elm St,Los Angeles,CO,30861,USA,2024-03-09 15:00:33,2024-03-09 15:00:33
ORD-00182,CUST-1045,PROD-109,2024-05-07,2024-05-07 12:25:21,6,2109.54,0,COMPLETED,APPLE_PAY,7442 Main St,Austin,IL,39045,USA,2024-05-07 12:25:21,2024-05-07 12:25:21
ORD-00183,CUST-1060,PROD-123,2024-10-10,2024-10-10 18:13:12,10,1642.17,0,COMPLETED,GIFT_CARD,4626 Elm St,Houston,GA,45018,USA,2024-10-10 18:13:12,2024-10-10 18:13:12
ORD-00184,CUST-1058,PROD-102,2024-09-30,2024-09-30 12:56:54,4,2347.42,0,COMPLETED,CREDIT_CARD,2089 Main St,NYC,AZ,41365,USA,2024-09-30 12:56:54,2024-09-30 12:56:54
ORD-00185,CUST-1013,PROD-104,2024-05-16,2024-05-16 20:50:10,3,726.5,0,COMPLETED,PAYPAL,9455 Elm St,Dallas,CO,63354,USA,2024-05-16 20:50:10,2024-05-16 20:50:10
ORD-00186,CUST-1029,PROD-136,2024-02-22,2024-02-22 17:55:43,5,1047.17,0,RETURNED,GIFT_CARD,2951 Pine St,San Antonio,GA,10053,USA,2024-02-22 17:55:43,2024-02-22 17:55:43
ORD-00187,CUST-1025,PROD-101,2024-07-17,2024-07-17 14:50:43,3,1711.07,0,COMPLETED,GIFT_CARD,4471 Oak St,NYC,CA,60140,USA,2024-07-17 14:50:43,2024-07-17 14:50:43
ORD-00188,CUST-1056,PROD-113,2024-08-14,2024-08-14 21:14:58,6,1194.37,0,CANCELLED,PAYPAL,6844 Elm St,Houston,MA,82102,USA,2024-08-14 21:14:58,2024-08-14 21:14:58
ORD-00189,CUST-1048,PROD-109,2024-09-20,2024-09-20 09:24:02,6,1273.39,0,COMPLETED,PAYPAL,2168 Elm St,Austin,TX,85243,USA,2024-09-20 09:24:02,2024-09-20 09:24:02
ORD-00190,CUST-1041,PROD-105,2024-11-11,2024-11-11 21:42:19,5,729.61,0,COMPLETED,GIFT_CARD,1345 Oak St,Austin,IL,99687,USA,2024-11-11 21:42:19,2024-11-11 21:42:19
ORD-00191,CUST-1035,PROD-124,2024-07-25,2024-07-25 09:22:14,7,496.55,0,COMPLETED,PAYPAL,6778 Pine St,Los Angeles,CO,64496,USA,2024-07-25 09:22:14,2024-07-25 09:22:14
ORD-00192,CUST-1040,PROD-125,2024-11-14,2024-11-14 11:02:43,3,982.23,0,COMPLETED,APPLE_PAY,7719 Pine St,Houston,NY,89415,USA,2024-11-14 11:02:43,2024-11-14 11:02:43
ORD-00193,CUST-1019,PROD-132,2024-01-13,2024-01-13 22:33:52,7,734.99,0,COMPLETED,GIFT_CARD,6584 Oak St,NYC,IL,69929,USA,2024-01-13 22:33:52,2024-01-13 22:33:52
ORD-00194,CUST-1050,PROD-105,2024-04-19,2024-04-19 21:43:27,8,867.94,0,COMPLETED,DEBIT_CARD,8661 Elm St,San Antonio,CO,48974,USA,2024-04-19 21:43:27,2024-04-19 21:43:27
ORD-00195,CUST-1027,PROD-125,2024-07-17,2024-07-17 15:40:25,1,327.41,0,COMPLETED,PAYPAL,5763 Pine St,San Antonio,AZ,77033,USA,2024-07-17 15:40:25,2024-07-17 15:40:25
ORD-00196,CUST-1042,PROD-123,2024-11-12,2024-11-12 09:48:47,1,255.04,0,PROCESSING,CREDIT_CARD,307 Elm St,San Antonio,CA,66822,USA,2024-11-12 09:48:47,2024-11-12 09:48:47
ORD-00197,CUST-1039,PROD-102,2024-02-14,2024-02-14 12:48:59,10,1190.86,0,COMPLETED,APPLE_PAY,3773 Main St,NYC,TX,14067,USA,2024-02-14 12:48:59,2024-02-14 12:48:59
ORD-00198,CUST-1001,PROD-137,2024-10-10,2024-10-10 21:35:09,4,1104.08,0,COMPLETED,CREDIT_CARD,1779 Main St,Los Angeles,MA,14165,USA,2024-10-10 21:35:09,2024-10-10 21:35:09
ORD-00199,CUST-1006,PROD-127,2024-06-05,2024-06-05 11:47:47,5,1711.89,0,RETURNED,PAYPAL,9392 Pine St,Dallas,CO,61856,USA,2024-06-05 11:47:47,2024-06-05 11:47:47
ORD-00200,CUST-1055,PROD-119,2024-01-28,2024-01-28 21:48:59,1,366.85,0,SHIPPED,APPLE_PAY,8602 Elm St,Houston,NY,86720,USA,2024-01-28 21:48:59,2024-01-28 21:48:59
ORD-00201,CUST-1038,PROD-119,2024-09-06,2024-09-06 13:22:08,1,378.05,0,CANCELLED,DEBIT_CARD,6311 Pine St,Dallas,CO,52840,USA,2024-09-06 13:22:08,2024-09-06 13:22:08
ORD-00202,CUST-1021,PROD-137,2024-09-05,2024-09-05 15:21:39,5,437.78,0,CANCELLED,PAYPAL,1991 Main St,NYC,GA,30374,USA,2024-09-05 15:21:39,2024-09-05 15:21:39
ORD-00203,CUST-1015,PROD-122,2024-12-30,2024-12-30 19:41:27,7,2103.72,0,COMPLETED,PAYPAL,1335 Elm St,Los Angeles,CA,16630,USA,2024-12-30 19:41:27,2024-12-30 19:41:27
ORD-00204,CUST-1007,PROD-117,2024-03-30,2024-03-30 18:38:05,2,659.6,0,COMPLETED,DEBIT_CARD,2366 Elm St,Austin,TX,24371,USA,2024-03-30 18:38:05,2024-03-30 18:38:05
ORD-00205,CUST-1038,PROD-135,2024-07-26,2024-07-26 20:37:13,7,733.25,0,COMPLETED,GIFT_CARD,6311 Pine St,Dallas,CO,52840,USA,2024-07-26 20:37:13,2024-07-26 20:37:13
ORD-00206,CUST-1033,PROD-129,2024-01-06,2024-01-06 18:15:54,4,1094.83,0,PROCESSING,DEBIT_CARD,7351 Elm St,Los Angeles,CO,30861,USA,2024-01-06 18:15:54,2024-01-06 18:15:54
ORD-00207,CUST-1031,PROD-117,2024-07-02,2024-07-02 08:14:48,3,1406.3,0,COMPLETED,DEBIT_CARD,500 Main St,Dallas,CO,90120,USA,2024-07-02 08:14:48,2024-07-02 08:14:48
ORD-00208,CUST-1034,PROD-121,2024-07-03,2024-07-03 14:30:58,1,261.06,0,COMPLETED,CREDIT_CARD,1369 Pine St,Dallas,IL,54020,USA,2024-07-03 14:30:58,2024-07-03 14:30:58
ORD-00209,CUST-1034,PROD-125,2024-11-20,2024-11-20 21:17:53,5,213.03,0,RETURNED,PAYPAL,1369 Pine St,Dallas,IL,54020,USA,2024-11-20 21:17:53,2024-11-20 21:17:53
ORD-00210,CUST-1026,PROD-133,2024-06-29,2024-06-29 21:55:22,2,1508.92,0,COMPLETED,APPLE_PAY,6628 Pine St,Houston,CA,46585,USA,2024-06-29 21:55:22,2024-06-29 21:55:22
ORD-00211,CUST-1015,PROD-111,2024-02-09,2024-02-09 16:41:17,5,464.88,0,COMPLETED,DEBIT_CARD,1335 Elm St,Los Angeles,CA,16630,USA,2024-02-09 16:41:17,2024-02-09 16:41:17
ORD-00212,CUST-1047,PROD-127,2024-02-28,2024-02-28 15:43:30,4,1179.84,0,COMPLETED,DEBIT_CARD,1747 Oak St,Houston,FL,57301,USA,2024-02-28 15:43:30,2024-02-28 15:43:30
ORD-00213,CUST-1058,PROD-139,2024-10-20,2024-10-20 10:03:10,9,879.82,0,COMPLETED,DEBIT_CARD,2089 Main St,NYC,AZ,41365,USA,2024-10-20 10:03:10,2024-10-20 10:03:10
ORD-00214,CUST-1053,PROD-130,2024-04-03,2024-04-03 17:42:32,6,474.68,0,COMPLETED,DEBIT_CARD,1077 Oak St,Houston,AZ,84607,USA,2024-04-03 17:42:32,2024-04-03 17:42:32
ORD-00215,CUST-1039,PROD-135,2024-02-19,2024-02-19 10:30:57,1,442.0,0,PROCESSING,GIFT_CARD,3773 Main St,NYC,TX,14067,USA,2024-02-19 10:30:57,2024-02-19 10:30:57
ORD-00216,CUST-1058,PROD-124,2024-11-04,2024-11-04 16:52:00,11,831.62,0,CANCELLED,APPLE_PAY,2089 Main St,NYC,AZ,41365,USA,2024-11-04 16:52:00,2024-11-04 16:52:00
ORD-00217,CUST-1017,PROD-117,2024-09-01,2024-09-01 20:14:58,9,1139.11,0,COMPLETED,PAYPAL,9589 Main St,NYC,WA,17492,USA,2024-09-01 20:14:58,2024-09-01 20:14:58
ORD-00218,CUST-1017,PROD-126,2024-05-13,2024-05-13 21:34:27,11,1847.45,0,PROCESSING,PAYPAL,9589 Main St,NYC,WA,17492,USA,2024-05-13 21:34:27,2024-05-13 21:34:27
ORD-00219,CUST-1026,PROD-111,2024-03-11,2024-03-11 21:55:42,8,1348.7,0,COMPLETED,DEBIT_CARD,6628 Pine St,Houston,CA,46585,USA,2024-03-11 21:55:42,2024-03-11 21:55:42
ORD-00220,CUST-1039,PROD-139,2024-08-10,2024-08-10 09:04:16,1,478.09,0,COMPLETED,PAYPAL,3773 Main St,NYC,TX,14067,USA,2024-08-10 09:04:16,2024-08-10 09:04:16
ORD-00221,CUST-1060,PROD-112,2024-07-24,2024-07-24 17:41:33,4,1750.32,0,COMPLETED,GIFT_CARD,4626 Elm St,Houston,GA,45018,USA,2024-07-24 17:41:33,2024-07-24 17:41:33
ORD-00222,CUST-1013,PROD-139,2024-12-02,2024-12-02 22:51:33,2,956.18,0,COMPLETED,DEBIT_CARD,9455 Elm St,Dallas,CO,63354,USA,2024-12-02 22:51:33,2024-12-02 22:51:33
ORD-00223,CUST-1044,PROD-118,2024-01-19,2024-01-19 13:15:41,4,1598.36,0,COMPLETED,DEBIT_CARD,4332 Pine St,Houston,AZ,46211,USA,2024-01-19 13:15:41,2024-01-19 13:15:41
ORD-00224,CUST-1026,PROD-136,2024-07-26,2024-07-26 17:12:33,3,1668.18,0,COMPLETED,CREDIT_CARD,6628 Pine St,Houston,CA,46585,USA,2024-07-26 17:12:33,2024-07-26 17:12:33
ORD-00225,CUST-1036,PROD-130,2024-10-25,2024-10-25 13:22:52,2,262.99,0,COMPLETED,DEBIT_CARD,4992 Elm St,San Antonio,GA,81582,USA,2024-10-25 13:22:52,2024-10-25 13:22:52
ORD-00226,CUST-1033,PROD-129,2024-05-30,2024-05-30 13:07:51,11,1047.05,0,SHIPPED,PAYPAL,7351 Elm St,Los Angeles,CO,30861,USA,2024-05-30 13:07:51,2024-05-30 13:07:51
ORD-00227,CUST-1058,PROD-125,2024-10-27,2024-10-27 21:01:30,2,654.82,0,COMPLETED,PAYPAL,2089 Main St,NYC,AZ,41365,USA,2024-10-27 21:01:30,2024-10-27 21:01:30
ORD-00228,CUST-1015,PROD-116,2024-06-10,2024-06-10 14:22:33,11,705.22,0,SHIPPED,CREDIT_CARD,1335 Elm St,Los Angeles,CA,16630,USA,2024-06-10 14:22:33,2024-06-10 14:22:33
ORD-00229,CUST-1014,PROD-113,2024-10-20,2024-10-20 12:11:47,10,920.44,0,CANCELLED,DEBIT_CARD,1712 Main St,San Antonio,WA,24322,USA,2024-10-20 12:11:47,2024-10-20 12:11:47
ORD-00230,CUST-1049,PROD-132,2024-10-04,2024-10-04 08:54:30,9,960.45,0,COMPLETED,GIFT_CARD,6665 Elm St,Austin,AZ,92502,USA,2024-10-04 08:54:30,2024-10-04 08:54:30
ORD-00231,CUST-1031,PROD-108,2024-10-03,2024-10-03 08:32:22,8,390.48,0,COMPLETED,DEBIT_CARD,500 Main St,Dallas,CO,90120,USA,2024-10-03 08:32:22,2024-10-03 08:32:22
ORD-00232,CUST-1040,PROD-124,2024-06-24,2024-06-24 13:11:31,11,804.47,0,COMPLETED,DEBIT_CARD,7719 Pine St,Houston,NY,89415,USA,2024-06-24 13:11:31,2024-06-24 13:11:31
ORD-00233,CUST-1013,PROD-127,2024-03-15,2024-03-15 20:47:09,5,1203.69,0,COMPLETED,CREDIT_CARD,9455 Elm St,Dallas,CO,63354,USA,2024-03-15 20:47:09,2024-03-15 20:47:09
ORD-00234,CUST-1020,PROD-111,2024-05-08,2024-05-08 16:54:36,1,799.42,0,COMPLETED,APPLE_PAY,5818 Main St,Dallas,WA,47353,USA,2024-05-08 16:54:36,2024-05-08 16:54:36
ORD-00235,CUST-1054,PROD-124,2024-11-18,2024-11-18 09:28:47,7,742.26,0,COMPLETED,PAYPAL,7272 Main St,Los Angeles,TX,66626,USA,2024-11-18 09:28:47,2024-11-18 09:28:47
ORD-00236,CUST-1019,PROD-125,2024-06-30,2024-06-30 13:43:32,3,982.23,0,COMPLETED,APPLE_PAY,6584 Oak St,NYC,IL,69929,USA,2024-06-30 13:43:32,2024-06-30 13:43:32
ORD-00237,CUST-1010,PROD-105,2024-03-26,2024-03-26 18:51:59,12,2004.74,0,COMPLETED,APPLE_PAY,9395 Main St,Austin,CO,19071,USA,2024-03-26 18:51:59,2024-03-26 18:51:59
ORD-00238,CUST-1034,PROD-117,2024-08-18,2024-08-18 14:10:11,3,618.17,0,COMPLETED,DEBIT_CARD,1369 Pine St,Dallas,IL,54020,USA,2024-08-18 14:10:11,2024-08-18 14:10:11
ORD-00239,CUST-1031,PROD-107,2024-10-07,2024-10-07 08:01:49,3,158.19,0,COMPLETED,GIFT_CARD,500 Main St,Dallas,CO,90120,USA,2024-10-07 08:01:49,2024-10-07 08:01:49
ORD-00240,CUST-1006,PROD-119,2024-12-01,2024-12-01 22:56:24,3,455.3,0,COMPLETED,DEBIT_CARD,9392 Pine St,Dallas,CO,61856,USA,2024-12-01 22:56:24,2024-12-01 22:56:24
ORD-00241,CUST-1059,PROD-109,2024-06-15,2024-06-15 21:30:29,15,1821.82,0,SHIPPED,PAYPAL,8265 Pine St,Los Angeles,IL,64459,USA,2024-06-15 21:30:29,2024-06-15 21:30:29
ORD-00242,CUST-1052,PROD-120,2024-02-15,2024-02-15 15:19:23,3,883.37,0,COMPLETED,PAYPAL,4820 Pine St,NYC,CO,19329,USA,2024-02-15 15:19:23,2024-02-15 15:19:23
ORD-00243,CUST-1031,PROD-101,2024-09-30,2024-09-30 08:44:59,9,1147.47,0,COMPLETED,APPLE_PAY,500 Main St,Dallas,CO,90120,USA,2024-09-30 08:44:59,2024-09-30 08:44:59
ORD-00244,CUST-1011,PROD-128,2024-11-26,2024-11-26 14:53:24,2,475.26,0,COMPLETED,PAYPAL,5207 Elm St,NYC,WA,67422,USA,2024-11-26 14:53:24,2024-11-26 14:53:24
ORD-00245,CUST-1052,PROD-127,2024-11-09,2024-11-09 20:44:43,9,1818.77,0,COMPLETED,PAYPAL,4820 Pine St,NYC,CO,19329,USA,2024-11-09 20:44:43,2024-11-09 20:44:43
ORD-00246,CUST-1032,PROD-112,2024-04-06,2024-04-06 13:01:09,1,429.37,0,COMPLETED,GIFT_CARD,2517 Main St,Austin,MA,38683,USA,2024-04-06 13:01:09,2024-04-06 13:01:09
ORD-00247,CUST-1029,PROD-122,2024-01-05,2024-01-05 11:05:09,7,2608.23,0,COMPLETED,APPLE_PAY,2951 Pine St,San Antonio,GA,10053,USA,2024-01-05 11:05:09,2024-01-05 11:05:09
